rating,review
5,Warum habe ich die Bose Soundlink mini II (SE) gekauft?Weil ich bereits einige Bluetooth-Lautsprecher benutzt/getestet habe welche mich vor allem von der Soundleistung her enttäuscht haben bzw. nicht den Sound liefern den ich mir persönlich wünsche.Welche Bluetooth-Lautsprecher habe ich mit der Bose verglichen?JBL Flip 3 JBL Flip 4 Ultimate Ears Wonderboom und Bose SoundLink Color II.Was unterscheidet diese Lautsprecher außer dem Sound noch?1. Die Bose Soundlink Mini II (SE) ist im Gegensatz zu den meisten anderen (Outdoor-) Lautsprechern nicht Wasserdicht bzw. -abweisend. Für mich persönlich ist dies aber absolut nicht relevant da ich einen Lautsprecher suchte den ich sowohl im Garten im Büro oder allgemein im Haus verwenden möchte. Natürlich werde ich die Bose auch mal an den See mitnehmen da macht es für mich allerdings auch keine Probleme da ich weder diesen Lautsprecher noch einen anderen (wasserfesten) Lautsprecher mit ins Wasser nehmen werde (für was auch???) Ansonsten sollte man einfach etwas auf sein "Zeug" achten dann geht so oder so nichts kaputt.2. Die Bose hat als einziger der von mir getestete/verwendete Lautsprecher einen USB-C-AnschlussGrundsätzlich macht es wohl keinen Unterschied ob der Lautsprecher via Micro-USB oder USB-C geladen wird.Kaufkriterium war dies für mich keines allerdings empfinde ich es als sehr praktisch wenn ich neben dem Lautsprecher noch noch andere Geräte (Handy Tablet) nutze die ebenfalls via USB-C geladen werden.So reicht theoretisch ein Kabel um alle Geräte zu laden und ich muss nicht vier verschiedene Ladekabel organisieren.3. Leider hat die Bose Soundlink Mini II keine Akkuanzeige.Obwohl auch diese die Funktionen nicht ändern würde wäre diese dennoch sehr praktisch (vgl. u.a. JBL Flip 3).Dies ist auch zuweilen der einzige Kritikpunkt welchen ich an der Bose Soundlink Mini II (SE) gefunden habe.Nun aber der größte und für mich wichtigste Unterschied: Der Sound.Zugegeben den meisten reicht der Sound aller anderen (herkömmlichen) Lautsprecher vollkommen aus für mich persönlich ist dieser allerdings sehr wichtig da ich guten naturgetreuen und kräftigen Sound liebe.Wären mir diese Faktoren weniger/gar nicht wichtig könnte ich ohne weiteres zur Gänze auf einen externen Lautsprecher verzichten da die heutige Smartphone- und Tablet-Generation (in meinem Fall iPhone und iPad) schon mit ordentlichen (internen) Lautsprechern ausgestattet sind welche dann einen günstigen  Lautsprecher mehr oder weniger nutzlos machen.Die Bose SoundLink Mini II (SE) hat zwar keinen übertriebenen Bass dennoch merkt man den Unterschied zu den anderen Lautsprechern sofort. Der Sound klingt allgemein sehr ausgeglichen natürlich klar und eben auch mit dem nötigen Bass. Kein Verzerren kein Rauschen keine überhöhten Mitten (bei voller Lautstärke änderst isch dies natürlich ein wenig). Trotzdem kann ich die SoundLink Mini II (SE) getrost als "kleinen" Partylautsprecher verwenden. Da man sich auch auf einer privaten "Party" noch unterhalten möchte drehe ich die Lautstärke ohnehin nicht auf das Maximum.Der Sound der SoundLink Mini II (SE) macht mir aktuell sogar so viel Spaß dass ich auch im Büro auf meine 5.1 Anlage von Logitech verzichte und nur noch die Bose verwende. Da sich die Bose meine vier verbundenen Geräte merkt genügt ein Klick auf den Bluetooth-Button und das verbundene Gerät wechselt wie gewünscht. Eine charmante Stimme aus dem Lautsprecher informiert mich zudem mit welchem meiner Geräte ich nun verbunden bin.Zur Kritik meiner Vorredner dass im Lieferumfang trotz des hohen Preises kein Netzstecker als auch keine Ladeschale vorhanden kann ich folgendes ergänzen:Ich persönlich vermisse weder das eine noch das andere. Da mein Büro als auch die meisten meiner Steckdosen ohnehin schon mit genügend USB-Buchsen ausgestattet sind benötige ich keinen Netzstecker.Für was ich eine Ladeschale brauchen sollte ist mir unklar bzw. sehe ich den Mehrwert nicht.Da diese Ladeschale meines Wissens nach keine Akku-Funktion besitzt macht es wohl keinen Unterscheid ob ich das Ladekabel in diese Schale oder eben 1cm höher direkt in den Lautsprecher stecke. Wegen der fehlenden Akku-Funktion muss ich sofern ich den Lautsprecher da verwende wo ich keine Steckdose zur Verfügung habe ohnehin eine Powerbank mitnehmen.Zur Akkulaufzeit kann ich jedoch sagen dass diese mit gut 10 Stunden für einen Ausflug an den See ins Schwimmbad oder in den Garten mehr als ausreichend ist.Die Multifunktionstaste funktioniert im übrigen wie sie soll während der Wiedergabe dient sie als Mute-Taste (Stumm) kommt ein Anruf kann ich über diese das Gespräch annehmen und auch wieder beenden.Der Vollständigkeit halber sei noch der AUX-Eingang erwähnt.Was soll ich dazu sagen??? - Er funktioniert...Was gibt es sonst noch?Was mich sofort überrascht hat war das Gewicht der Bose SoundLink Mini II (SE).Obwohl es nicht der größte Lautsprecher ist hat das kleine Ding allerdings ein ordentliches Gewicht was aber wiederum zu einem allgemein sehr hochwertigen und stabilen Produkt seinen Beitrag leistet.Im Vergleich mit anderen Lautsprechern die auch in Sachen Sound am ehesten mit der SoundLink Mini II vergleichbar sind geht die Bose für mich ebenfalls als Vergleichssieger vom Platz da diese dann schon wesentlich größer und unhandlicher sind und somit bei der Mobilität Einbußen machen.Das "(SE)" für die Special Edition ist meines Wissens nur durch den USB-C-Anschluss von der normalen Version zu unterscheiden.Fazit:Wem der mobile als auch stationäre Sound etwas mehr wert ist wird mit der Bose SoundLink Mini II (SE) absolut auf seine Kosten kommen somit eine klare Kaufempfehlung.
5,La vicina mi ha chiesto se la invito alla prossima festa e ho detto tutto
5,Love the sound and convenience. Looks great in any room.
5,This is the third one I have purchased and have never been disappointed with the quality and sound
5,This little package belies its quality sound and the seamless bluetooth connectivity.I highly recommend this speaker!
5,Great product. This speaker has a really good sound & Amazon gave a fast delivery. Very impressed
5,Puts out a decent amount of sound for its size
3,No charging station. Adaptor plugs..Cheaper at Costco
1,It’s faulty. Won’t charge. Disappointed Xmas expectations.
5,Always a fan a Bose  never disappointed.
4,Good
5,Superou a expectativa
5,Ok
4,Great speaker but only 2 years old and it won’t charge no more! Expected a lot more life from this product.. disappointing!
4,Che dire... preso a 129 euro (fino a qualche tempo fa ne costava almeno 200) sono abbastanza soddisfatto per l'acquisto ma non posso dire "super-entusiasta" perchè comunque la cifra non è irrisoria per un oggetto del genere che ha diversi concorrenti di pari qualità (o superiore?) spendendo parecchio di meno.Colpisce in positivo la pulizia del suono senza rumori senza vibrazioni con bassi ben distinguibili. I "bassi"... beh sempre il punto di forza di Bose: da una "scatoletta" così piccola (quando la vedrete vi accorgerete che è davvero piccola rispetto a gran parte dei rivali) sembra quasi impossibile possano uscire quei bassi. Però non è un pezzo di plastica: dentro è quasi tutto metallo perchè pesa abbastanza (parlo "in rapporto alla grandezza" sia chiaro).Il volume però... si si sente bene e per una piccola stanza è più che buono ma bisogna metterlo quasi sempre al massimo. Soprattutto quando lo collego al pc devo impostare tutte le "levette" (virtuali) molto in alto. Cioè se normalmente (con le piccole casse integrate del mio portatile) il volume è posizionato su 20-30 per godermi il Bose devo alzarlo sopra gli 80 (su 100).E' semplice da usare e si connette bene ma manca qualunque display o riferimento su app. In pratica solo 5 tasti ed un piccolo led.Si ricarica (o lo potete alimentare durante il funzionamento) solo con porta usb-c.La batteria dura circa 8 ore che non è poco per il suono che produce ma diverse concorrenti fanno molto meglio.A mio avviso il suo vero valore per potersi ritenere davvero soddisfatti sarebbe attorno alle 80 euro. Contando anche che è praticamente l'unica cassa bluethoot portatile non impermeabile.Insomma molto buona per uso personale e stazionario. Non indicata per andarci in giro in movimento e spazi aperti.Ovviamente per qualcuno è importante anche il solo fatto di poter "far vedere" che si ha in mano "un Bose"...
4,I had reservations about buying this device a lifelong background working in the audio industry told me a speaker the size of a phone couldn’t possibly push out the type of audio quality and bass response that I was looking for. Despite wanting the device just for listening to music in the kitchen and for hotel rooms when working away sound quality is important to me and I would rather listen to silence rather than bad quality audio.When opening the Bose SoundLink package it was even smaller than I imagined I nearly sent it back without even listening to it! And I set it up being pre-prepared to be disappointed.Overall I have to say I’m blown away by the overall sound and bass response of the Bose SoundLink I was originally concerned about it being a mono device but on reflection the speakers are so close together stereo would be pointless. The device packs a full rich sound spectrum with a tight and controlled bass response. There is more than enough volume to fill an average room. As the SoundLink II has a rear facing bass port as recommended by Bose it sounds noticeably richer when placed with the back of the device a few inches away from a solid wall.After a few days of listening to music and considering it size and intended use. I was going to give the Bose SoundLink a 5 star rating but one thing has changed my mind and that’s listening to spoken word audio such as radio broadcasts or podcasts. It then becomes apparent that Bose are using some clever bass reflexing / sound colouring to get such a big sound from the device. Whilst this works great on music I found speech to sound too bass heavy in particular female voices that contain very little bass frequencies in them. Overall speech sounds boomy and quickly becomes tiresome to listen to as it sounds unnatural.Overall the device looks beautiful it sounds superb considering its size. For listening to music on the move it is perfect and far better than I expected. But spoken word audio isn't working for me and I would rather listen to this direct from my phone or tablets built in speaker. There are a few grumbles from other reviewers that the device doesn't come with a separate charging cradle but USB charging works great for me and means I only have to bring one charger.Highly Recommended.
5,Purchased this for daughter’s birthday as price reduced to c 100 so couldn’t refuse.  Absolutely cracking value for this Bose quality.I own the original Soundlink Mini speaker and have been using for a long number of years and the quality build is superb.  However it’s the sound quality and volume that continues to surprise me from such a small unit !! You will be surprised !!! - these really pack a punch with loud crystal clear quality delivery - very portable and easily charged so ideal to carry with you if required.  This newer version is even better than the original as it also now incorporates a mic so you can use for conference calls / speaker phone mode whereas original model was speaker only so thats a real benefit and supports hand free calls now as well as pumping out streamed music.No charging cradle supplied with this newer model so its just the cable for recharging - not a major gripe but personally liked the cradle with the original model.  Easy to sync up with phone via Bluetooth and good range.I would recommend purchasing some carrier/holder to store & keep unit in particularly if you will be carrying this around just to protect it - got a cheap non branded holder on Amazon - does the trick.While there are a lot of portable speakers now on the market which are cheaper than this there is really no comparison to the quality of build and sound quality that younger with this Bose unit so if you see on sale for anything around £100 +/- then it would be a strong recommended BUY from me really impressive unit so spend a little more and own a little piece of quality...Suppose I should really give this back to her now as I have ‘borrowed’ it for the last while........
5,Der Soundlink Mini 2 (Special Edition) ist für mich ein toller Lautsprecher trotz kleiner Schwächen:Er besitzt sehr kräftige Bässe für die "zierliche" Größe des Produktes die aus Front und Heck kommen. Die Höhen kommen gerichtet aus der Front und sind sehr klar und detailliert wenn man direkt vor dem Lautsprecher ist sie verlieren sich ein bisschen wenn man sich über dem Lautsprecher und damit nicht vor der vorderen Öffnung befindet. Man muss also nur den Lautsprecher richtig in seiner Umgebung platzieren und alles ist gut (aber bitte NIE auf eine der Lautsprecheröffnungen legen und aufdrehen!). Ich persönlich nehme diesem Lautsprecher sein spürbares Gewicht nicht übel für diese Bass-Leistung. Der Bass wirkt am Besten wenn man den Lautsprecher vor eine Wand oder gar in die Ecke eines Zimmers stellt.Insgesamt finde ich den Klang - BOSE-typisch - sehr gelungen (und wer möchte kann mit einem EQ den Klang für sich persönlich perfektionieren).Ich denke der Hauptanwendungszweck ist hier der Haushalt wenn man einen für jedes Zimmer einsetzbaren Lautsprecher sucht der das ganze Zimmer beschallen kann.Der Lautsprecher ist nicht wasserdicht aber etwas spritzwasser sollte er ab können solange es nicht in das Gehäuse hinein gerät. Für unterwegs konnte ich ihn noch nicht testen würde jedoch wegen Verschmutzung vorsichtig sein da Sand und anderer Schmutz sich wahrscheinlich schwer aus den Lochgittern entfernen ließe.Das rundum einteilige Metallgehäuse strahlt jedoch große Stabilität aus und ich denke der Lautsprecher steckt auch ein paar Rempler einfach weg.Da ich den Lautsprecher für 105€ (zum Black Friday) bekommen habe ist das Preis/Leistungs-Verhältnis für mich UNSCHLAGBAR.Ich persönlich würde ihn bis etwa 150€ anderen Lautsprechern vorziehen weil mir der Bass die Höhen und die Kompaktheit wichtig sind.
4,Ich benutze die Box zu 99% für mein Workout in meinem Homegym-das ist fast täglich. Hier meine Bewertung nach mehreren Monaten Nutzung:Sound:Ich mag den Sound von Bose. Ist nicht jedermann's Sache das weiß ich. Ich bin nicht besonders audiophil und kann nur nach persönlichem Geschmack bewerten.  Der Sound hängt sehr stark vom Aufstellort ab. Am Besten tut er sich hervor wenn die Box im Schrank (Reflexion) auf Kopfhöhe steht. Als jemand der mit "Stereoanlagen" groß geworden ist habe ich prinzipielle Schwierigkeiten mit Mono-Lautsprechern aber die Grundfunktion ist da. Lautstärke mehr als ausreichend für meinen Raum.Qualität:Qualitativ betrachtet-Die Box ist schwerer sie als vermuten läßt wirkt wertig bis auf ein paar Details (Knopfmaterial zu schwammig für mein Gefühl...). Insgesamt passt der Eindruck zum Preis.Optik:Die Bose sieht wertig aus wenn designtechnisch vielleicht etwas altmodisch im Vergleich zu anderen BT Lautsprechern.Lieferumfang:Enttäuschend finde ich daß bei dem Preis nichts dabei ist. Keine Ladeschale kein Netzteil. ich wußte das vorher daher werte ich das nicht ab.Benutzung:BT verbindet sich einfach und zuverlässig und hält stabil mit meinem Samsung und einem Xiaomi. Die Sprachausgabe (für Akkustand Verbindungsstatus...) ist bisschen unnatürlich aber das tut der Nützlichkeit keinen Abbruch. Je nach Situation ist die akkustische Anzeige sinnvoller als LEDs auf dem Gehäuse.Akku:Ehrlich gesagt kann ich nicht sagen wie lange er wirklich hält aber ich lade das kleine Teil alle paar Wochen mal auf und wie gesagt-im Schnitt läuft er 1h pro Tag.Ich bin nach wie vor sehr zufrieden mit dem Teil -es gibt gar nichts wirklcih zu beanstanden- aber vermutlich würde ich das nächste mal auch bei anderen Herstellern doch genauer umschauen. Ich vermisse ein bisschen das Stereo Erlebnis dh die Möglichkeit wenigstens 2 oder mehr Lautsprecher koppeln zu können.
3,Just to preface this review... normally I am a masive Bose fan with my car having a Bose stereo (from factory) some Bose headphones and two Bose soundbars in the house but sadly as much as I love those products the same cannot be said about this unit...So I needed a decent quality bluetooth speaker for my workshop to replace a old tired generic unit. Even though it was for a dirty dusty workshop I decided to treat myself to the Soundlink Mini II... I was looking for something with good quality audio with a decent amount of volume and something that just worked right straight out of the box.Will start of with the positives... build quality is second to none and according to Bose the case is milled for a solid block of aluminum and I believe them as there is some amount of weight to the little speaker. It looks and feels good in the hand.Power / Volume... Given it's size I would say it puts out a considerably high / loud volumeNow for the negatives.Sound Quality / Bass... This little unit is ridiclously bass heavy and this is coming from someone who mainly listens to a lot of dance / house / disco tracks... so if it's far too much for me then it's definately too much in general. I see other reviewers mentioning this a lot too... I even tried reducing the bass in VLC player on my phone but no luck it's pretty much locked into the hardware of the speaker and that's it. I also listen to some Beatles Rolling Stones and Elvis on occasion and I found a lot of this tracks tough to listen to with the amount of bass needlessly thrown onto each track by the speaker spoilling the other chanels of the track. On the flip side of the coin for all the size of the speaker to be able to produce such crazy bass is as a engineering feat impressive.I am prepared to live with my speaker as I am not a massive audiophile by any means and it only serves as background music when I am working but personally I wouldn't recommend this speaker to anyone else and that goes against my raving about Bose for over a decade to anyone that would listen.Disapointing
5,Ja Ladeschale und Netzstecker fehlt. Das hatte ich zuvor gar nicht gelesen da ich schon ein Gerät davon habe mit Ladeschale und Stecker. Also kein Problem. Hatte mir auch den Revlove zugelegt aber der ist mir nicht so angenehm und handlich. Auch muss man immer schauen welche Taste man drücken muß.Ein Rezensent schreibt er hätte mal lieber Teufel für den Preis gekauft. Na dann wünsche ich viel Spaß  das Teil schickte ich zurück als ich die Bosebox erstmals hörte. Den Klang dieser kleinen Box kann man nicht besser machen und sie hat weitere Vorteile. Da ist die fehlende Ladeschale eher Nebensache. Die erste Soundlink II habe ich nun schon ein paar Jahre. Steht sogar im Feuchtraum. Immer noch ein einwandfreies Gerät mit langer Akkuleistung. Nachteilig oder man ist durch kurze Ladezeiten des Handys schon verwöhnt sind die Ladezeiten bei Bose. Ob Kopfhörer Soundlink II oder Revolve alle laden über Stunden. Gefühlt eine Ewigkeit. Dafür erhält  man allerdings eine lange Zeit zum Hören von Musik und Hörspielen. 10- 12h haut ungefähr hin. Telefonieren über Soundlink II geht auch gut. Man muß nicht über der Box hängen um verstanden zu werden.Sehr gut auch und ein entscheidender Punkt für mich der Empfang per Bluetooth. Er reicht deutlich weiter als bei Teufel der schon nach einer Wand zu knistern beginnt und keinen Empfang mehr hat. Der Soundlink II hingegen spielt noch wenn mehrere Wände dazwischen sind und man sich Luftlinie ca 6-8m davon weg befindet. Da kann auch der Revolve nicht annähernd mithalten. In Summe aller Gründe schaffte ich mir Gerät 2 im Angebot an.Wenn man sie jetzt noch koppeln könnte wie die Revolve-Serie wäre es perfekt. Es ist aber kein Grund mir einen zweiten Revolve zu kaufen denn der Rest an Vorteilen überwiegt.
3,Ok
4,im vergleich stehendockin d fine modell2019 dockin d fine2 modell2020 teufel bamster pro bose soundlink mini 2 bose soundlink revolve jbl extreme 2 teufel rockster cross.ich nutze ein iphone als quelle. die musik ist auf dem apple drauf in 320er qualität nicht gestreamt (kein spotify apfelmusic etc) ich habe im vergleichstest charts gehört.mein focus liegt hauptsächlich aufm sound features sind für mich nicht so wichtig.die bamster pro ist eher duchschnittlich für mich kein kauf.die soundlink revolve ist bis 3/4 lautstärke ganz gut dreht man weiter auf schwinden die bässe gesang ist dann dominant würd ich kaufen weil ich nicht full power höre.jbl extreme2 hat etwas besseren bass und auch höhen sind klarer ist jedoch unhantlicher die bässe sind an den enden offen (ungeschützt) verbaut. 5 sterne fürn klang.die rockster cross hat den fettesten sound ist aber auch die teuerste etwas unförmig hat aber griffmulden 5 sterne.die dockin d fine 2019 muss ich runter regeln man kann damit sonst nicht leise hören preisleistung passt hier gutdie dockin d fine2 modell2020 ist eine schlechtere weiterentwicklung hier hat man features wie 3klangmodi (jedes handy hat equalizereinstellungen braucht also kein mensch) tauschbarer akku tragegurt hinzugefügt um einen höheren preis zu rechtfertigenmeine kaufreihenfolge: (preise bei amazon)1 teufel rockster cross (291€)2 jbl extreme2 (189€)3 bose soundlink revolve (136€)4 bose soundlink mini 2 (111€)5 dockin d fine modell 2019 (105€)nicht kaufen würde ich teufel bamster pro (187€) dockin d fine2 modell 2020 (200€)
4,En remplacement d'une enceinte Sony qui avait 8 ans... Le son est incomparable... La qualité est très Bonne musicalement..  L'enceinte est petite mais assez lourde si prévu pour beaucoup de déplacement perso moi c'est pour mon domicile principalement et 1 fois /ans pour vacances donc le critère lourdeur ne me fait pas défauts... Le seul Hic. Le chargement ne fonctionne pas... Donc j'ai demandé un remplacement à Amazon qui c'est fait de suite.. Renvoi prit en charge de suite  colis déposé le lendemain en point relai et je reçois la nouvelle dans 2 jours. Je mettrais 5 étoiles à réception de la nouvelle et si charge fonctionne 😂😂.J'ai reçu la nouvelle mais ne changerai pas l'étoile qui manque car l'enceinte ne va pas avec toute les base mural... Il ne faut pas que la base USB soit compatible avec charge rapide. Il faut une base classic (bizzare pour un chargement UBC C et une batterie soit-disant remanié) donc d'où les 4h de chargement nécessaire... Après voilà c'est pas grave mais bon faut quand même le précisé
5,Nous avons déjà une mini soundlink mini II à la maison qui est notre fidèle enceinte de soirée sur la terrasse ou au bar à la maison elle nous suit dans nos voyages bref un compagnon idéal. Son format et sa robustesse (qualité de fabrication) font qu'on peut vraiment avoir confiance. Son look est sobre et son encombrement réduit mais elle impressionne surtout par la restitution du son très juste qu'elle délivre (à la vue de sa taille en plus) les basses sont présentes et équilibrées les mediums sont sublimes et les aigus bien gérés le tout vraiment très équilibré. Et j'ai rarement pris autant de plaisir à écouter mes morceaux préférés (musiciens chanteurs à voix...) que sur cette enceinte. Je n'ai jamais voulu changer de modèle. La batterie dure très longtemps et permet de nombreuses heures d'écoute elle peut être rechargée pendant l'écoute... Je la recommande souvent autour de moi et nous sommes plusieurs à la posséder. Bravo BOSE pour ce produit encore une fois très réussi.
5,Avec ce genre de produit de cette marque on n'a jamais de surprise. La qualité est toujours au rendez-vous que ce soit dans des petites enceintes comme celle-là comme dans les grosses enceintes. J'ai 4 enceintes Bose qui ont plus de 30 ans (des grandes enceintes) : ben ... elles marchent aussi bien qu'au 1er jour. J'ai pris cette mini enceinte pour écouter la radio via mon smartphone. A 67 balais je deviens un peu dur de la feuille mais quand j'écoute mes émissions préférées (Grandes Gueules Eric Brunet et Laurent Neuman tous les jours) j'ai une voix impeccable ! Mieux que sur ma télé !!!! Pour la musique elle fait son boulot mais pour les voix !!! Ben ... c'est Bose quoi .... Pour ce prix-là on en a pour son argent. Mettrais 6 étoiles si je pouvais .... Bon après je suis un adepte de Bose mon jugement peut se trouver quelque peu faussé .... Pour terminer : le nouveau design de l'enceinte est ... nickel ! Ca fait sérieux !
5,Veramente ottimo il suono è pulito e potente. La cassa è piccoletta e mi ha stupito enormemente per il gusto che dà nel sentire i dischi. Oltre al Bluetooth gli commetto un piccolo lettore cd portatile per sentire i miei dischi sono anche piuttosto esigente sulla qualità del suono (sono uno di quelli che ancora compra vinili e li suona con uno ottimo impianto stereo Hi Fi classico) e questo piccoletto mi ha stupito. Ancor di più se poggia su una solida base di legno marmo etc.. Certo se lo mettete sul divano o sul letto perde molto ma è normale. Perfetto anche per feste per ragazzi e per chi da adulti ama sentire musica che suona bene con un device portatile. Bassi e medi ottimi e non ascoltate chi suggerisce di usare un equalizzatore su App perché io l'ho fatto e ok si regolano diversi parametri ma stranamente poi il volume massimo viene regolato dalla App e non raggiunge i livelli che avrebbe semplicemente alzandolo anche dal device oltre che dal telefono. Insomma lo consiglio a chi vuole un suono morbido potente e pulito.
5,Vorneweg ich bin Berufsmusiker und kenne mich mit Tontechnik etc. sehr gut aus. Normalerweise höre ich nur über Hifi Stereoanlagen Musik.Nun zum Bose Soundlink. Der klingt für seine Größe erschreckend gut und vor allem groß. Das Soundbild ist relativ ausgewogen und klar. Der Bass ist aber auf jeden Fall betont. Das kann man mögen oder nicht das ist Geschmackssache. Wer aber behauptet der Soundlink Mini würde schlecht klingen ist schlicht nicht objektiv in seiner Meinung.Die Akkuleistung ist für mich absolut ausreichend und kommt an die Hersteller Angaben heran.Weil in einer anderen Rezension von Mono vs. Stereo gesprochen wurde: Das Teil ist EINE Box wie sollte da sinnvoll Stereo möglich sein?! Eine Stereoanlage hat nicht umsonst ZWEI Boxen die möglichst separiert aufgestellt werden sollten. Das kann man nicht mit einer einzigen Bluetooth Box so simpel ist das. Wenn man Zwei Stereo Boxen zu nah nebeneinander stellt hat man offiziell zwar noch Stereo aber in Wirklichkeit hört man das gleiche wie bei Mono.Was dieser kleine Bluetooth Lautsprecher leisten kann ist jedenfalls definitiv beachtlich!
5,I adore the sound produced by this little speaker. This may sound rather cliche but music sounds so delicious (superb mids) and oh that bass! To my ears just enough amount of highs. I can't stand some highs that feels almost scratching my ears - the Bose Soundlink Mini is definitely not that!Before the purchase I read and watched many reviews and a few of them were quite critical. Having listened to the Bose in person I don't care about their views anymore - being conscious that views are subjective. I'm not a critical listener I simply want to enjoy music. A-B'ing different speakers are not what I intend to do. Having said that the Bose does seem to have their own sound signature. And I'm not complaining.Btw I also have Anker Soundmotion+ (also great) and also have a collection of Sennheiser headphones and various amps.Lastly I love the Bose's design and quality build. Very Apple'esque. Fits in my living space very well.
5,Simply BOSE simply fantastic!This Special Edition Soundlink Mini II incorporates the latest micro USB type C charging port for increased charging speed plus has the benefit of an extra 2 hours charge over previous versions (12 hours total). HOWEVER please note that it DOES NOT come with a charging cradle; if you desperately want this you should purchase through BOSE technical support (£13.99) and they will throw in a free type 2 charging lead - note with caution that a charging cradle is NOT recommended with this latest version as it will slowly damage the condition of the battery in the unit and will eventually require a direct charge in the side charging port rendering the cradle useless.  Many people are complaining about the removal of the cradle and it is for the reason of damaging the battery that it’s no longer going to be made available (no rechargeable battery should every be left plugged in for the same reason). My advice - BUY this (it’s awesome!) and be content without a cradle; it’s a pointless accessory anyway!
