rating,review
5,I'm happy with this purchase. I got a discount coupon which made it even sweeter! The charger/case is nice and compact. The ear buds are small and secure. Seems to be well made so far. Very good base. I use the largest size ear adaptor thingies for the best sound quality. Easy-to-use Bluetooth hook-up. I would buy them again.
5,They are the only ones that actually stay on my ears. The sound quality isn't great at all.
5,Very compact easy to connect to my iPhone. Works great!
5,Fits in my ears. Comfortable fit. Great sound quality.
5,way better than expected sound and microphone work great people have ko problem hearing me
5,Super comfortable excellent sound great price!!!
5,Headphones are easy to use and good sound quality.
5,These earbuds are so comfortable and have a good quality sound. I'm not afraid of loosing them because they hang into your ears securely.
5,It is very stick on my ear feels never fall
5,These earbuds work great and fit nicely securely in my ear.
2,They do sound good  but more then a couple feet away or simply bend over (weird) and they cut out. I’ve switched around the ear bud pads a dozen times and can’t get a good fit in my ears  and the right bud keeps saying low battery when it’s at 100% and I know it’s not low. I have to put it on the charger for a minute to get it to shut up.Going to figure out how to return them.
5,Great product for the price
5,I bought these for my son. He loves that they go over his ear and stay on. Easy to connect to his phone.
5,Product is awesome good quality sound.
5,My first use after charging was on a 2-hour flight where I kept it at max volume it lasted the whole flight and still had more juice.For the low price the sound quality is pretty good.The earhooks are smaller in diameter and lighter compared to other hooks which made it more comfortable to wear.I like that it has a type-c charging port instead of micro USB.Overall I would recommend it for the low price and good performance.
5,Purchased these as they had good reviews and I only wanted to spend £20. They arrived next day as to be expected. Opened the box and the earphone storage charger box was already charged to 80%. The build quality of the charger/ storage box was surprisingly good in my opinion. Opened and removed the  already charged ear  phones. The looked so small but again looked to be a quality build. Being a bloke I bypassed the instructions and proceeded to connect via blutooth to my phone. Success ensued on my first attempt. Put them in my hairy lugholes and they fitted perfectly we're very comfortable and so light. They also come with 3 different size silicon buds to fit all ear sizes. Bunged on a bit of Pink Floyd and I was in heaven. Read the instruction whilst chilling n having a smoke. I was so stoned that it still only took a minute to read the simple instructions. The sound quality was good. Good bass and sensible max volume.  After Pink Floydd finished  I decided to watch a bit of porn hub. The Wifelet was in the same room as me and I was praying for good blutooth connection or she would heard through my phones external speakers. The ear buds done me proud. I went to the kitchen to get a beer whilst leaving my phone in the lounge and still heard everything with perfect quality. Thank god the wife let was to engrossed in her phone to spot my phone sat there on my arm chair. The noise cancelling was good but just couldnt cope with the nagging wifelet and her whinging. Turned off the phone after a while and totally forgot I left the earbuds in my ears. I use the earbuds lots and often n after 8 hours still going strong with plenty of power left in the batteries. I use them for ....ahem.....working out and they make the whole experience very satisfying. They fit so well that they wont fall off into the toilet with vigerous motion.All in all for the price of a cheeky handshake from the local brothel these are well worth the money. What can you buy for 20 scuffs nowadays.A couple of days ago I purchased another pair for my nephew.
5,When I buy a pair of headphones for £20 I know I'm not getting the cutting edge and flawless sound however I was pleasantly surprised by this nifty and very usable set from i21.I tend to use my headphones when I am out running and need some pounding motivational music and for longer business trips when a good audiobook is required. The i21 fits the bill for both admirably. While it might lack the top treble and deepest bass of some it's easily better than others I have tried at a similar price point. I could get some decent bass with disturbance the noise-canceling helps with that and the spoken word of audio books was clear and precise.After using these at least 4 or 5 times a week over the last three weeks I have noticed the comfort of wearing them and the snug fit straight out of the box of course this will vary for others and additional earpieces are included. I never once felt that I might lose them even when using the touch control. Speaking of which there is a large touch surface on each very useful and running or exercising and the easy interface quickly became second nature to use.Battery life was right up there with what was promised they lasted a full coach trip down to London and back a twelve-hour round trip but I did take a few breaks so the battery claims of up to eight hours seem to hold up. The noise canceling was very good too very useful on a crowded coach.Recharging over usb-c is quick too and the one-hour charge in ten minutes claim is also spot on.Answering calls is a simple one-touch matter and worked well no matter what I was doing.The case is compact and lightweight and can easily be slipped into a pocket or bag.
5,Sorry about the pics - my iPhone is still playing up.As for the buds these are my second purchase of the i21 - although the last were the i21L (the ones with alien eyes on them). I was really impressed with those ‘buds. The quality was excellent and the case has a low profile that means it’s really comfortable in the pocket. While the charge is lower than some - 40 hours- I wear mine one at a time which extends the life beyond the advertised duration.The sound quality is great as well. They are so comfortable the hook is barely noticeable over the ear and the buds are nice and light in the ear. The little voice is of the type that is slightly muffled but once you play music or audiobooks these are perfect. Crisp clear audio of a good range of treble and bass both. Audible narration is a delight and if you are into ASMR these are good for such use - as long as you sit or else lie on your back!I heartily recommend these buds - a great price! My youngest has my i21L’s and I wanted a pair for myself that’s how much I liked these earbuds!Oh and yet again I have received a delivery within 24 hours all the way to the Shetland islands!! This seller is excellent. Friendly helpful GREAT comms and now tried and trusted.Go for it. £20-odd quid? You’d spend more than that in ten minutes down the pub! Get yourself a great dependable affordable comfortable and crisp clear pair of Bluetooth earbuds. Superb!!Once again a solid ten stars on EVERY level.
5,Good quality material - strong/durable.Light and not heavy (do not fall out of ear due to shape).connects straightaway - out of the boxClear display of charging status on charging case - given as percentage (for each bud). Good battery charge hold - was used several times and in standby in cradle/case (has been several days since first charge and it is still  at 94%)3 pairs ear tips - good quality.Once connected gives notification saying connecting/connected when placed in ear which is quite useful when the buds are in the ear and cannot see the led lights.snug fit in ears - Used them while running and do not fall out due to ear loops. No seeping of outside sounds when buds in ear.Ear loops themselves are very comfortable not rigid plastic very comfortable even after long use.Music quality - very clear great sound. quite loud in full sound mode (if required).Bass quality is also good.Call quality - sound very clear and can be loud if required.Cuts out outside noises due to good fit in ear.Does not fall out of ear both because of good fit in ear as well as very comfortable  ear loops.could be used in single ear bud and double mode.Single tap pauses music/videos/answer call/drop call.Voice assistant feature with three taps very useful.Quick switch between phone and laptop. Works well.  Very useful for music/videos/calls on laptop as well.Would definitely recommend.
5,These arrived pretty quickly earlier than it said it would.  The earphones had a bit of plastic over the contacts so they wouldn't charge in transit but the box was nearly full at 97%. I then charged the earphones and it only took 5 or 10 minutes so they were mostly charged already.  Pairing with my PC and phone was easy just long press on both earphones before startup to enter pairing mode then just use your device to connect to them they are called i21.  I was impressed by the audio quality it seems to have a good amount of bass and midrange my previous earphones (cheaper than these) had too much bass which I didn't think was possible!  My other earphones didn't have enough bass - the Anker Soundcore Life P2.  These feel pretty comfortable and don't fall out due to the sports band.  I don't do any running with earphones but they always come out a bit and you have to push them in but I haven't needed to do that with these yet.  The charging box looks smart with a display on the front the rest is matt black which I prefer.  The lid is magnetised so it stays shut the hinge could use a bit more resistance but it's nitpicking really.  The female announcer speaks in English with a Chinese accent but just says power on power off connected pairing it's nothing major and it's not as bad as some accents but I have heard some earphones use British English announcers before.  Oddly it also says TWS connected in a British accent.  It comes with the usual USB C charging cable and different size ear inserts.  All in all a great purchase for the price.
5,👍 estos auriculares tienen muy buena calidad de sonido.👍 En las especificaciones dice que cuenta con bluetooth 5.3 lo cual le da mucha mejor calidad de audio y más distancia de alcance para utilizarlos aparte la latencia no se percibe el sonido de un video o de un juego llega de inmediato al auricular.👍 Poseen ganchos para las orejas con una sujeción completa y perfecta muy cómodos.👍 Cada auricular posee dos micrófonos entre los dos auriculares serían cuatro micrófono lo cual nos da muy buena calidad para las llamadas y el ruido ambiental no le molesta a la persona con la cual mantenemos una conversación.👍 Son táctiles con todas las funciones de un auricular táctil para contestar y rechazar llamadas adelantar y retroceder canciones subir y bajar volumen y dando tres toques seguidos se puede invocar el asistente de voz bien para hacer una llamada para preguntar la temperatura o para enviar un mensaje de texto etcétera.👍 La caja de carga de esos auriculares poseen una pequeña pantalla frontal en donde nos indica cuánta batería nos queda para recargar los auriculares dice que alcanza para unas cinco cargas completas.👀 Yo utilizo estos auriculares para ver contenido audiovisual vídeos películas y hablar por teléfono al mismo tiempo y funcionan muy bien no hay distorsión de sonido no se entrecorta ni la llamada ni el audio del vídeo para mí tienen muy buena calidadlos utilizo también cuando voy por la calle a veces me pongo uno para escuchar noticias o a veces me pongo los dos para escuchar música también los utilizo cuando voy a trotar o monto en bicicleta para dar un paseo y todo correcto sin temor o peligro de que se me vayan a caer y los vaya a perder pues su gancho da muy buena sujeción a la oreja puedo decir que me gustan estos tipos de auriculares pues los suelo comprar muy a menudo y me gusta coleccionarlos.💯 Recomendables espero les haya podido ayudar con la decisión de comprarlos 🤗
5,I have tried these headphones every day for almost 1 month now and I am very happy with them.The headphones sit comfortably in the ear even when worn for a long time and falling out is prevented thanks to the temples.The fit is very good so even when jogging the Earbuds sit firmly and do not cause pain.Pairing worked flawlessly fast connection to the phone and runs even if the phone is in another room.Battery life is top had to charge it so far only onceWhat has excited me however was the sound quality which is very good.For the price is such a good quality!Very recommendable!!
5,I own few pairs of closed-back headphones with amazing quality but I needed a pair of buds because they feel lighter when running. Unfortunately for me the regular buds (like the Iphone or Samsung ones for example) always fall off of my years because of their strange shape :D So this type of headphones does the job for me and my strange shaped ears.1. Build and sound quality - the case and the headphones feel like a more expensive brand. If you expect the same sound quality as a 600 euro headpones - dont. I would rate it 8/10. Its still so much better than I expected2. Connectivity - it really stays connected to your phone even if you are 15 meters away from it3. Ease of use - there is a slight learning curve but you need an hour to get used to the touch controls and remember exactly what each tap does4.Comfort - the buds are so light that I forgot I have them on after a whileIts not the perfect set of headphones but its perfect to me. I would buy them again for me or as a gift for a friend
5,I purchased these headphones for the intention of listening to whilst walking and running. These blutooth budget headphones do exactly as intended thanks to the hook around sections that prohibit them falling off  and out of your ears.Blutooth connectivity to my mp3 player is simple as you just hold your finger on the left one to power on. you can skip tracks with just a quick tap on either the left or right ear bud and double tap to increase volume up and down. A female voice speaks to indicate if pairing and powering on and off. These work flawlessly with my mp3 radio player.I did try the buds with my smart tv and whilst watching a film there seems to be a slight lag and the sound does not match up to the lips of the actors although this could be because my tv is blutooth 5 and the buds are 5.3.They come inside a nice flip lid case that also acts as the charger along with three sets of ear inserts small medium large and the usb charging cable and instructions.Battery life is excellent.All in all for the money I have no complaints with these.
5,This gadget works as good as the other branded products out in the market. The packaging is very good and instruction manual comes in a printout rather than asking you to go online which is very handy. The case is nice and easy to fit in your pocket though slightly bigger than the regular ones and I suppose this is down to the sports band. They fit in very well to ears and the added advantage of coming with sports bad makes it secure not to fall accidentally. Pairing is very easy with long press and it appears on your phone to pair. The sound quality is very good and the drivers give good vivid sound. I have been using this over a week now and the charging is very good with one single charge lasting to 3 days with 5 hours minimum each day. Touch controls are very responsive and works as per the instructions on the manual. Early days but I think it is worth for what I have paid.
5,Excellent Bluetooth Earbuds and great value for money. I bought this type specifically for the extra security of the over-ear silicon earhooks feature along with the convenience of wireless connection.Using them mostly when out and about on my bicycle I find one Earbud suffices for the voice guidance of my bike Navigation App plus this leaves me more aurally alert of surrounding traffic conditions which just has to be better for safety in general. Also when cycling together with my wife who also has a pair of these Earbuds we can communicate via BT on our mobile phones (even when using just voice control) this feature we find is also a lot more convenient than might first seem apparent.Finally with regard to the musical capabilities of the earbuds they do offer very respectable sound quality when listening to my mobile's 'onboard' music library especially after having customised the EQ to my personal taste through my App of choice Poweramp.A definite Five Star product at this price in all areas.
5,I like these wireless earbuds very much. They fit comfortably and the sound is clear whether one is listening to music or an audiobook. I have used the earbuds with a PC a tablet and a mp3 player and it paired up with  each device smoothly. The flip case they came in is also an excellent charger. The earbuds fit my ears perfectly and stay put while I am walking my rather energetic dog or running.I have lost or damaged so many ear/head phones over the last couple years that I needed something that is robust comfortable has great sound quality and is good value for money. I have to say that these earbuds deliver on every level. And I think they will last more that a couple of months.
5,These are really good quality for the price. I've been having some problems with my Bose Soundsport bluetooth headphones so bought these to keep me going and I'm pretty impressed.I was out for around 2 hours and battery had only gone down around 25%The hooks keep these securely on your ears and the choice of buds is helpful depending on how much noise you want to let in. I have these for road running so I like to be able to hear some external noises but you can fit these tight in you ear so you don't get anything getting in.I've also found that the earbuds can fit on the same memory foam buds you can get for the Jaybird X3 headphones if you find them comfortable (which I do)Highly recommended
4,Je suis ravie de mon achat même s'il n'a pas pour vocation à m'accompagner durant une séance de sport. En revanche j'apprécie d'utiliser mes écouteurs sans fil dans mon lit lorsque je me repose en écoutant de la musique classique ou pour une séance de relaxation. Attention à être soigneux avec ce type d'écouteurs car les attaches qui viennent s'ajuster derrière les oreilles sont fragiles car très fines.
5,Ich habe mir diese Kopfhörer geholt damit ich beim Fahrrad fahren ein wenig Musik hören kann. Ich nutze es täglich wenn ich auf Arbeit fahre etwa 40 Minuten gesamt. Nach knapp einem Monat Nutzung muss es geladen werden. Ich denke das ist vollkommen okay. Von der Tonqualität her  habe ich nichts zu meckern. Vom Sitz lassen sie sich auch angenehm tragen man merkt sie kaum.Bisher bin ich sehr zufrieden und kann sie durchaus weiter empfehlen.
5,Love the comfort of these ear buds. I struggle with ear buds because I have small ear canal and most just fall out. These fit snug around the ear and stay put whilst running. The sound quality is very good was surprise for the price.Charge quickly it’s the case that charges them. I was going out the other day found they were dead popped them into the case and they were charged within a short time.The carry case isn’t too bulky so easy to carry around even on a run.I’ve not tried them in the rain yet but the say they are waterproof. Time will tellI’m very happy with them and the price is very reasonable for the quality you get. 👍🏻
5,Meine bisher genutzten „Ohrstöpsel“ waren technisch gut aber ich konnte nie sicher sein dass sie auch wirklich im Ohr bleiben. Schon sehr oft sind sie bei schnellen Bewegungen herausgefallen.Deshalb die Suche nach Alternativen die dieses Problem nicht haben.Diese Kopfhörer haben zusätzlich einen Bügel der über den Ohr sitzt und ein Herausfallen verhindert.Die Kopfhörer sind auch bei längerem Tragen noch bequem. Im Lieferumfang sind verschieden Gummiringe enthalten mit denen der Durchmesser entsprechend angepasst werden kann.Ich musste auch auf einen kleineren Durchmesser wechseln erst dann ist der Kopfhörer „richtig“ gesessen.Kopplung mit dem Smartphone war kein Problem. Mit der Reichweite war ich auch zufrieden.Der Klang ist gut wobei ich jetzt bei solchen Kopfhörern kein Konzertsaalerlebnis erwarte.Für den alltäglichen Gebrauch kann ich diese Marke empfehlen.
5,Quando sono arrivati la scatola in cui erano contenuti elencava le specifiche sul retro e ho subito capito che il tempo di riproduzione (come indicato nella descrizione di questo prodotto) è di 8 ore - molto più lungo dei miei vecchi auricolari! Quando ho aperto la scatola e disimballato la custodia in cui sono stati inseriti gli auricolari sono rimasta piacevolmente sorpresa dalla qualità della custodia rispetto a quasi tutti gli auricolari che ho posseduto; i contorni le luci che mostrano quando sono in carica la facilità con cui è possibile aprirla e chiuderla e alcuni altri piccoli dettagli che fanno capire bene la cura e l’attenzione posta a far si che questo sia un ottimo prodotto. Anche gli auricolari sono di alta qualità ben sagomati ed esteticamente gradevoli e l'icona dell'impronta digitale su ogni auricolare indica dove toccare per attivare le funzioni che sono ben spiegate nel manuale di istruzioni fornito nella confezione anche in questo caso la diffusione del suono è immacolata e l'accoppiamento del dispositivo è facile non ci vuole molto perché il dispositivo venga visualizzato sullo schermo e accoppiato. Il tempo di ricarica supera gli standard considerati ottimali e nel complesso questi auricolari sono una meraviglia e li consiglio vivamente.
5,I spent money 3x with different headphones to use at gym and running outside. For the first time I could find one that achieves what I need: good sound quality perfect fit in the ears (does not fall) and high level of battery life. It is a high standard headphone for a medium price. My evaluation is that is value for money and good purchasing. Easy to connect with mobile (I use Andtroid) and was very quick. It charges very quickly with the USB C and microphone for phone call works nicely no issues. I also liked the spare rubbers so I can choose in accordance with my size.
4,l’audio non è come nelle cuffie da centinaia d’euro ma per averle pagate 26€ grazie ad uno sconto fanno il loro sporco lavoro hanno lo schermetto che indica la percentuale di carica che fa figo una volta messe mentre fai qualsiasi movimento non cascheranno potranno essere tolte solo con le mani si sentono i bassi e a volume alto non si sente più i rumori esterni. consiglio l’acquisto.
5,J ai acheté ces écouteurs dans le but de pouvoir les utiliser lorsque je pars en running et il remplisse parfaitement leur rôle les écouteurs ne bougent pas une fois mis en place. Ils s apparaillent très facilement au téléphone. Le son est bon. Il n y a pas de parasite lorsque l on écoute de la musique ou que l on regarde un film.
5,I'm a London commuterand regularly work out at the gym. These earbuds are fantastic for my active lifestylebe that sprinting for my train oron the treadmill. They are amazingly comfatable due to the soft silicone materialthat wraps around the ears.The sound qualityon my phone is superb (Samsung a32 5g)alsothe noise cancelling performance in my opinionoutways some of the more expensive brands.Battery life IMO is goodbut this will depend on the individuals usage.I use the earbuds daily for 2 hours max at an estimateand power up every 48 hours as an estimate.
5,I am really impressed with the sound quality. As in all things if you pay more is it going to be better and having looked at other buds I decided to take a chance so glad I did.The ear piece is comfortable and comes with replacements.Easy to connect to WiFiOnly problem is I sing loud but can't hear myself takes me back to when you could listen to records in stores in a booth with headphones (Boots) before purchasing.Battery life I can't comment as not had to charge again not used every day.
5,Bought for my son who works out daily  he's used ear buds headphones but they either fall of or out and get covered in sweat he has now used these for two weeks straight and has not had a single problem he loves them the noise cancelling  is so good that when he's working with others he only wears one as he wouldn't hear what they were saying comfortable on the ears  highly recommended
4,Good battery life sits in/on ear perfectly...no popping out. Sometimes it seems like it disconnects but for like a split second. Sound quality is good but could be better. All in all I use mostly for to and from work and going to pick my child up. Some running is needed during these times and do the job.
5,Devo dire che sono sorpreso della qualità di queste cuffie. Hanno un ottimo suono e durante lo sport non cadono. Il tutto è gestito da brevi tocchi con un dito sulla parte esterna per rispondere alle chiamate o per regolare il volume ecc..Ho aspettato un po' prima di scrivere questa recensione per verificare la durata della batteria e anche in questo caso non mi hanno deluso.La confezione contiene anche due coppie di gommini auricolari di misura diversa.Le consiglio.
5,Ich benutze diese Kopfhörer für Videokonferenzen Filme zu sehen und Musik zu hören. Was soll ich sagen ich bin rundum zufrieden. Sowohl die Kapazität des Akkus als auch die Tonqualität haben mich positiv überrascht.
5,Cuffie perfette per la palestra  in quando si adattano perfettamente all'orecchio e quindi nessun pericolo di caduta . La qualità del suono è eccellente non delle migliori come quelle delle jbl  ma se si vuole un prodotto buono ed economico è perfetto . La batteria dura tanto non so di preciso ma sono più di due sett. Che vado in palestra e ancora non si è scaricata.
5,Excellent appareil. Les écouteurs tiennent parfaitement bien même en courant ou en sautant. Ils ne blessent pas les oreilles mais plaquent juste comme il faut. Même dans une pièce où la télé fonctionne j'entends ma musique quand je fais ma gym. L'utilisation est très facile pour stopper le son ou pour changer de piste en avançant ou en reculant ou bien pour augmenter ou baisser le son: une pression variable sur l'oreillette droite ou gauche en fonction de qu'on souhaite et c'est fait! La batterie tient longtemps! Je recommande!
5,J'utilise ces écouteurs à la maison pour la musique ou regarder une série sans déranger mais surtout quand je fais du sport en salle notamment de la course sur tapis. La connexion est rapide avec les machines du club et les écouteurs tiennent bien alors que je suis en mouvement
5,I was looking for quality Earbuds and finally decided to go for this store . I was amazed by the quality of sound while speaking or hearing. Even I tried it from almost 50  sq feet and it was working perfectly. I choose black colour and it arrived in one day. The price was also reasonable as i got some discount too . I like the product and will buy again for my friends and family
5,Compré los auriculares porque me gustaban estéticamente y buscaba que fueran deportivos. Tras aproximadamente una semama de uso y 5 sesiones de entrenamiento os dejo mis impresiones. La sujeción del auricular es buena no he tenido que usar ninguno de los adaptadores que incluye con el que venía se adapta a mi oído. La cancelación de ruido funciona parecido a ponerse unos tapones para los oídos oyes el fondo pero bastante amortiguado si pausas la música aún te cuesta hablar con la gente porque les oyes bajito. Esto me parece estupendo porque puedo oír mis podcast sin subir demasiado el volumen y apenas escucho la horrible música que ponen en mi gimnasio. El sonido diría que es aceptable los uso para podcast los matices no me son tan relevantes. Como pega el manejo táctil más allá del pause/reproducción que van bien no llego a controlarlo bien. También puede ser que sea torpe nunca he tenido unos cascos con interfaz táctil. Espero que os sea útil. ¡Saludos!
5,Très bons écouteurs sportifs très stables aux oreilles. La qualité du son est au top. Enfin le produit a un très bon rapport qualité prix je ne regrette pas mon achat et je ne peux que vous les conseiller.
5,Die Kopfhörer passen gut und drücken nicht hinterm Ohr.Der Klang ist für den Preis sehr gut.Das Aufbewahrungsetui zeigt den Akkustand an was sehr hilfreich ist.Ich kann dieses Produkt nur empfehlen
5,Ich habe mir die Kopfhörer letzte Woche gekauft und meine Erwartungen wurden bisher erfüllt.-Koppelung funktioniert gut/einfach.- Kopfhörer sitzen bequem im Ohr bzw. können bei Bedarf individuell angepasst werden.- Touchfunktion ist sehr praktisch.- Akkulaufzeit für alltäglichen Gebrauch absolut ausreichend.- Tonqualität ist bei dem Preis ebenfalls ganz passabel.Wer also auf der Suche nach günstigen Kopfhörern mit einer soliden Qualität für alltäglichen Gebrauch ist ist hier richtig…
5,Die Bluetooth Kopfhörer sind überraschend gut. Die Tonqualität ist top. Die Reichweite ist super.Der trage Komfort ist sehr angenehm. Und sie halten auch sehr gut beim Arbeiten.Ich bin begeistert 👍😊
5,Great headphones. Bought 2 pairs 1 for my wife and me. Sound quality is really good connects to our phones easily and has a decent range. Comes with 3 ear inserts so can choose the right fit feel really comfortable and don't feel like they will fall out due to the over ear design. Case is small and charges the headphones easily they sit in well and click into place with a satisfying snap from the magnetics.
5,Was soll man sagen...Kopfhörer werden im Etui immer direkt geladen wenn man sie nicht nutzt ubd man hat somit immer geladene Kopfhörer dabei. Das Display zeigt den Ladezustand an.Klang ist für den Preis finde ich ordentlich für den normalen Gebrauch.Durch die Bügel auch beim Sport zu verwenden ohne das sie aus dem Ohr fallen.
5,Bought these to go on holiday as I didn't want to be tangled up in wires on the plane!Really happy with the physical quality and especially the sound quality. They're noise cancelling and really comfortable to wear. They hold the charge really well I've used them for a while now and don't think they've dropped below 50% battery.
5,Sono rimasta sorpresa dal fatto che x essere cuffie di fascia economiche il suono si così limpido e profondo allo stesso tempo. Si collegano immediatamente e anche il suono durante le chiamate non è mai disturbato. Ho lasciato il telefono dall'altro lato della casa (circa 12 metri lineari) e prende bene lo stesso. La batteria sembra buona ma ancora non ho testato la massima durata. Molto soddisfatta
5,I bought this as a replacement for my old gym headset. Didn't expected too much but Ithey are good. Decent sound with above average but bass  boost ia nor very good. Very confortabile and the self charging case is a bonuses.They connect /disconnected in the second you take them out (or put back) from the box.Charging iis done with USB-C
5,'articolo rispetta la descrizione e le alternative. È ergonomico e leggero e si adatta bene a tutti i tipi di padiglioni dato che le usa anche mia moglie...facilmente configurabile hai sempre sott'occhio la carica del singolo auricolare grazie alla lettura sul display di essa. Il cofanetto è abbastanza robusto e relativamente piccolino così da tenerlo con se anche in una pochette. Ottimo prodotto
4,Pour faire mon ménage du son correct au vue du prix j'en suis contente.
5,Mentre mia moglie guarda i suoi programmi TV uso gli auricolari per vedere video YouTube  sono comodi  estremamente funzionali con ottimo volume e qualità di riproduzione  ce ne saranno sicuramente di migliori però qui si tratta di rapporto qualità prezzo ed io ne sono molto soddisfatto......
5,Very good for listening to tunes whilst working out. Brilliant noice cancellation and has never fallen out of my ears. The sound quality is also superb and the battery lasts a very long time. Great product.
5,salve ho acquistato queste cuffie con una certa curiosità  soprattutto per il loro formato( non ho mai avuto cuffie con supporti per l'orecchio pensando che mi potevano dare fastidio).Ma devo assolutamente ricredermi le cuffie si adattano molto bene al mio padiglione  hanno una qualità del veramente buona  la musica viene riprodotta con un audio eccellente con un solo tocco puoi fermare la riproduzione della musica mentre fai attività fisica. insomma chi cerca cuffie bluetooth per sia ascoltare musica solo per svago che per ascoltare musica facendo attività fisica queste sono perfette.
5,Ich bin sehr zufrieden mit diesem Kopfhörer. Die Bluetooth-Verbindung ist einfach. Besonders der Akku ich habe ihn auf dem Flug nach Thailand die ganze Zeit benutzt über 10 Stunden aber er hat nur weniger als 50% des Akkus verbraucht. Sehr zu empfehlen!
5,Best quality you can get for this price. Touch operation is very handy and intuitive. Would buy it again!
5,Ich bin sehr begeistert von den Kopfhörern.Bestellt hatte ich sie mir vorrangig um beim Sport nebenbei Musik hören zu können.Dort erfüllen sie ihren Zweck voll und ganz. Die Passform ist sehr gut so dass auch bei Bewegung die Earbuds fest sitzen und keine Schmerzen verursachen.Das Pairen per Bluetooth ging sehr einfach.Preis-Leistungs-Verhältnis finde ich bei diesem Produkt hervorragend. Die Earbuds stehen teuereren Produkten in kaum einem Punkt nach.Die Klangqualität ist sehr zufriedenstellend.Von mir daher 5 Sterne!
5,Ottimo prodotto! Leggero e pratico! Consigliato per chi fa sport e/o passeggia tanto. Suoni perfetti comode da usare isolano bene dal mondo esterno e sono molto facili da utilizzare! Comode anche per chi indossa occhiali da sole o da vista! Batteria duratura molto facili da ricaricare e dotate di un cavo carica USB pratico e facile da utilizzare. Inoltre nella confezione sono presenti adattatori per orecchie di diverse dimensioni.Consiglio vivamente l’acquisto di questo prodotto! Compatibile con android iPhone e tutte le tipologie di dispositivo. Io lo utilizzo con iPhone e sono rimasta davvero molto soddisfatta!
5,Ton ist top besser als meine Vorgänger. Sitzen gut beim Sport und verrutschen nicht. Bin sehr zufrieden auch was die Akkulaufzeit betrifft.
5,C'est mon 2e achat pour mes enfants  les 2 pour faire du sportIls sont ravis excellent rapport qualité prixLe son est parfait
5,No need to buy expensive equivalents. Easy to set up. Really good sound quality.Connects fine to my Mii2 phone and my Dell laptop.One very minor note: occasional (very brief) loss of audio in one ear when walking around outdoors using phone. But no audio is missed.Haven't really needed to test battery life but haven't noticed anything of concern.Really good value.
5,I bought these headphones to replace a pair i had purchased recently as they didn't have great sound quality. Sound quality on these earphones is so much better also they are exceptionally comfortable to wear. Very pleased with this purchase foe the price I paid!
5,Fit well. Recent purchase so cannot comment on how long they last. Up to now very pleased with them. I don't run but enjoy listening to audio books whilst out walking
