rating,review
2,only one of the two cords i got didn’t work. you would have to move it around and wiggle it to connect enough to charge then it stopped all together
2,The charger is rather flimsy and delicate. It worked okay initially but the tip that inserts into the iPad broke off after a few uses. Luckily I was able to pull the piece out of my device. Not a good value.
1,Save your money. The two chargers stopped working after 1 month. Pieces of crap probably made in China.They should send me replacements if they are a ligit company.
2,Product poor one cord and one cube has failed already and had to be tossed.
2,After a short time it didn't charge the phone anymore
1,The media could not be loaded.                                                                                 Just moved into my new apartment. Ordered these for each night stand this is what I saw when I moved my night stand after a few hours. Have to have the fire dept come and check this out now. Been here for 8 hours. SMH
1,Never worked
1,I just bought these two weeks ago. I have only used one set. The wall charger (i.e. cube) overheats in a matter of several minutes. This brings up the question about its safety durability and the possible damage/effect this could have on my iPhones’s battery life. I will be returning both chargers.
1,Doesn’t work!
1,After reading all the good reviews I ordered these cords. Well they barely charge and when they do I have to use their adaptor and i am unable to get a full charge on my phone overnight. So I will definitely be returning because these cords are flat out unacceptable.
1,Disappointed in your wall plugins.  They get really hot.  Makes me wonder if they wouldn't start a fire.
1,Junk ..don’t even charge
1,Doesn’t work from the beginning.  Both cords in the order with the same result.
1,The first charger worked for one week only. The second charger is currently working.
1,Battery percentage goes down while it’s plugged in after a month
1,Loved the length of cords but it only worked for one day extremely dissatisfied
1,I ordered the set of 2 but only one came in the package.
5,These charge SO FAST. My iPhone XR went from 3% to 100% in one hour. My daughter’s iPhone 6S Plus went from 50% to 100% in 15 minutes. Literally telling everyone about these. Will be back to buy more as well. I like having a charger in every room of the house in my car and at work. lol I also love giving them as gifts so at this price (especially since you get two) then I can easily use them as stocking stuffers or add to gift baskets.Also I must add that the company is incredible. I had a few questions and they are very responsive and helpful. It’s hard to find such kind customer support anymore!
5,These shipped quickly and seem to be of good quality.
5,Needs swivel where phone plugs into charger
5,Wonderful
5,Received this product and was delighted. Practical and reasonably priced.
5,pretty good quality 10 foot charger
4,The length and price are clutch. I love this. I’ll be ordering more for Xmas presents
5,AAA+++
5,Works great and us great quality!! Highly recommend it!
5,works very well
5,Charging power and cord length
1,Not a fast charger at all. 20 mins to gain 2% and wasn’t on phone
5,I wanted a long charger to use while I’m in bed. And this was perfect. It charges very fast and looks of great quality. Would definitely buy again.
5,Very long reaches devices even when sitting on floor
5,So far so good
1,Only one cord worked
5,The connections are firm and secure and the are a great length for charging and using  charging quickly and feel well-made; sturdy and flexible with a woven cord. I like that there is one to use and other for back up.I highly recommend this charging cord it is absolutely amazing. It doesn't fray at the area where you insert it into your phone and it doesn't get twisted or anything like that.
5,This is an excellent product. Efficient and quick shipping. The order also includes the charging adapters which makes this a much better option if you need iPhone charging cables.
5,Like the longer cord.
5,So excited to get these. I bought them because I needed chargers in the living room and bedroom so I didn’t have to keep plugging and unplugging them wherever I went. AND they are greatI will be buying them again
5,This charger works great!  I love how long the cord is too and to top it off you get two of these.  Great buy!!!!!
5,No complaints about this great product. The length of the cord is great and the price is perfect. Really a great value
5,The long cord is durable Charges well I have re-ordered this already because I like it so well.
5,Product works well and fulfilled my expectations.
